"parameter_value","launch_command_signature","log_parameter","count","rms_nis","sqrt_mean_nis","rejected_rate","accepted_only_rms_nis","physical_residual_rms"
"-0.7","pair=-0.7,0.7;linear=0;yaw=0.7","forward_accel_nis","9000","52.66694661001549","3.9151499339105778","0.12266666666666666","6.335300749250977","5.72522424811"
"-0.7","pair=-0.7,0.7;linear=0;yaw=0.7","right_accel_nis","9000","41.25827792146013","3.930524875552034","0.14033333333333334","7.218765017234373","4.86648355386"
"-0.7","pair=-0.7,0.7;linear=0;yaw=0.7","yaw_rate_nis","9000","175.31046997509557","6.886431325375365","0","175.31046997509557","0.291517803151"
"-0.7","pair=0,0;linear=0;yaw=0","forward_accel_nis","1640","10.58097194674501","1.1982873393651987","0.011585365853658536","1.7299605040939117","1.9546768218"
"-0.7","pair=0,0;linear=0;yaw=0","right_accel_nis","1640","16.384351425030605","1.7862290669206442","0.03536585365853658","2.4553918489422593","2.3307741402"
"-0.7","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1640","25.06706794318579","1.780674485162787","0","25.06706794318579","0.09374046529"
"-0.75","pair=-0.76,0.76;linear=0;yaw=0.76","forward_accel_nis","9000","155.50338297856345","8.434519280874545","0.3542222222222222","7.482706335056621","10.6398102016"
"-0.75","pair=-0.76,0.76;linear=0;yaw=0.76","right_accel_nis","9000","70.96736076919053","5.635273653386813","0.28355555555555556","7.920731732008126","6.89575869597"
"-0.75","pair=-0.76,0.76;linear=0;yaw=0.76","yaw_rate_nis","9000","442.979208202823","11.227408507012353","0","442.979208202823","0.451079096817"
"-0.75","pair=0,0;linear=0;yaw=0","forward_accel_nis","1604","6.306248674485599","1.2287325507725144","0.015586034912718205","3.015189679341349","1.9232271303"
"-0.75","pair=0,0;linear=0;yaw=0","right_accel_nis","1604","24.634685927468457","2.4075233209392977","0.06172069825436409","3.2746457040383383","3.03437438985"
"-0.75","pair=0,0;linear=0;yaw=0","yaw_rate_nis","1604","20.18426390630895","2.2066465473442918","0","20.18426390630895","0.103469533109"
